record_id,first_name,last_name,gender,age,bday,role,crash_date,crash_hour,county,state,zip
153,Ashley,Garcia,M,76.0,1948-09-24,Driver,2024-07-31,11,Westchester,NY,
741,,Smith,M,78.0,1946-07-07,Driver,2024-05-17,5,Westchester,NY,
763,Sarah,Garcia,M,43.0,1981-08-20,Driver,2024-02-29,7,Nassau,NY,11201.0
154,Margaret,Miller,M,22.0,2002-09-11,Unknown,2024-12-02,5,Queens,NY,
688,Betty,Nguyen,M,17.0,,Driver,2024-04-09,10,Westchester,NY,
765,Charles,Rivera,F,17.0,2007-10-11,Driver,2024-03-05,16,Bronx,NY,13021.0
155,Mary,King,M,26.0,1998-05-08,Driver,2024-04-19,10,Albany,NY,10451.0
156,Andrew,Miller,F,,1999-07-03,Driver,2024-01-29,10,Nassau,NY,
157,Andrew,Allen,M,90.0,1934-07-05,Driver,2024-03-08,10,Bronx,NY,
906,Joshua,,M,66.0,,Driver,2024-09-23,8,New York,NY,
158,Carol,Johnson,F,21.0,2003-10-27,Driver,2024-08-14,19,,NY,14201.0
721,Patricia,Adams,F,18.0,2006-04-21,Driver,2024-06-14,1,Kings,NY,
159,,Hall,F,93.0,1931-11-17,Driver,2024-01-23,8,Erie,NY,10002.0
710,Cynthia,Ramirez,F,59.0,1965-12-06,Driver,2024-04-13,0,Queens,NY,
937,Carol,Rivera,F,55.0,1969-11-21,Driver,2024-12-08,7,Bronx,NY,
160,Emily,Rivera,M,24.0,2000-05-11,Driver,2024-09-07,12,Westchester,NY,
161,Andrew,Martinez,M,25.0,1999-06-15,Driver,2024-10-04,4,Kings,NY,11201.0
162,Anthony,Martin,M,43.0,1981-03-25,Driver,2024-04-06,3,,NY,
714,Laura,Rivera,M,66.0,1958-11-18,Driver,2024-05-23,14,Onondaga,NY,13502.0
163,Joseph,Mitchell,,19.0,2005-02-06,Driver,2024-08-12,19,Onondaga,NY,
720,Cynthia,Williams,M,81.0,1943-08-20,Driver,2024-11-04,21,Westchester,NY,
164,Kimberly,Green,F,23.0,2001-07-10,Driver,2024-05-26,14,Erie,NY,
890,Deborah,Rivera,M,45.0,1979-06-10,Driver,2024-03-02,17,Westchester,NY,
165,Ronald,Hernandez,F,17.0,2007-12-15,Driver,2024-11-20,11,,NY,11201.0
708,Kenneth,Anderson,F,93.0,1931-06-19,Driver,2024-11-17,17,Albany,NY,
999,Sharon,Adams,M,18.0,2006-07-02,Driver,2024-01-04,1,Suffolk,NY,12207.0
166,James,Flores,F,23.0,2001-08-18,Driver,2024-01-03,19,Onondaga,NY,10451.0
758,Carol,Young,,26.0,1998-03-21,Driver,2024-07-05,9,Onondaga,NY,
815,,,M,,2005-09-12,Passenger,2024-09-29,0,Nassau,NY,
872,Joseph,Johnson,F,,2007-03-15,Driver,2024-10-08,18,New York,NY,11701.0
167,David,Baker,M,87.0,1937-10-19,Driver,2024-10-14,5,Onondaga,NY,
168,George,Hall,F,44.0,1980-07-20,Driver,2024-06-11,8,Queens,NY,10451.0
169,Susan,Smith,F,73.0,1951-02-10,Driver,2024-06-02,16,Queens,NY,12207.0
831,Jason,Nguyen,M,34.0,1990-11-23,Driver,2024-08-02,14,Kings,NY,
866,Sandra,Davis,F,65.0,1959-01-25,Driver,2024-10-30,18,Nassau,NY,
936,Betty,Taylor,M,24.0,2000-10-11,Driver,2024-04-16,7,Onondaga,NY,
170,Andrew,Campbell,F,65.0,1959-04-19,Driver,2024-12-16,10,Nassau,NY,11901.0
777,Mark,Campbell,M,16.0,2008-12-04,Driver,2024-11-10,9,Nassau,NY,
171,Ronald,Williams,F,54.0,1970-09-01,Driver,2024-09-04,16,Erie,NY,
706,Paul,,,25.0,1999-05-24,Driver,2024-02-05,6,Monroe,NY,12207.0
925,Laura,Martin,M,46.0,1978-08-09,Driver,2024-11-18,20,Monroe,NY,13502.0
172,Michael,King,F,27.0,1997-10-25,Driver,2024-06-08,20,Kings,NY,
173,Patricia,Rodriguez,M,29.0,1995-02-13,Driver,2024-01-28,2,New York,NY,10002.0
174,Elizabeth,Flores,M,70.0,1954-12-22,Driver,2024-06-18,10,Onondaga,NY,11901.0
745,David,Adams,M,94.0,1930-07-07,Driver,2024-11-16,17,Kings,NY,14604.0
175,Brian,Nguyen,M,62.0,1962-06-18,Driver,2024-12-21,7,Erie,NY,
910,Emily,Rodriguez,M,,2006-07-09,Driver,2024-04-21,19,Nassau,NY,
176,Kenneth,Smith,,79.0,1945-09-10,Driver,2024-07-18,19,Richmond,NY,
926,Matthew,Lewis,M,47.0,1977-03-02,Driver,2024-04-15,17,Suffolk,NY,12207.0
177,Daniel,Davis,M,41.0,1983-07-23,Driver,2024-10-29,12,Suffolk,NY,
778,Donald,Adams,F,69.0,1955-01-26,Driver,2024-10-21,5,Queens,NY,
178,Cynthia,Hall,F,70.0,1954-08-17,Driver,2024-08-05,17,Onondaga,NY,
964,Donald,Scott,,19.0,2005-04-27,Driver,2024-09-18,3,Kings,NY,
179,,King,F,23.0,2001-11-24,Driver,2024-12-05,21,Bronx,NY,14604.0
180,Deborah,Flores,M,69.0,1955-09-03,Driver,2024-05-22,8,Erie,NY,
181,Stephanie,Harris,M,85.0,1939-03-07,Driver,2024-10-22,23,Nassau,NY,
182,Daniel,Ramirez,M,73.0,1951-06-09,Driver,2024-05-16,3,Monroe,NY,
183,Joshua,Nelson,F,25.0,1999-11-04,Driver,2024-12-28,3,Bronx,NY,10002.0
878,Elizabeth,Thomas,,47.0,1977-04-17,Driver,2024-06-19,20,Suffolk,NY,13021.0
184,Thomas,Taylor,M,19.0,2005-10-13,Driver,2024-04-01,20,Onondaga,NY,
970,,Hill,M,,1979-04-22,Driver,2024-04-20,22,New York,NY,
185,Ashley,Walker,M,30.0,1994-09-08,Driver,2024-01-02,12,,NY,
186,Kenneth,Hall,M,23.0,2001-12-07,Driver,2024-03-12,1,Kings,NY,
187,Kathleen,Jones,M,16.0,2008-08-20,Driver,2024-01-24,7,Westchester,NY,
806,Kimberly,,,73.0,1951-10-06,Driver,2024-09-12,21,Erie,NY,
920,Stephanie,Thomas,F,63.0,1961-07-15,Driver,2024-07-24,21,Kings,NY,
923,Margaret,White,F,16.0,2008-09-06,Driver,2024-06-24,5,Suffolk,NY,14604.0
188,Christopher,,F,75.0,1949-02-04,Driver,2024-05-20,4,New York,NY,
189,Elizabeth,Green,M,72.0,1952-03-20,Driver,2024-12-20,1,Richmond,NY,14830.0
190,David,Nelson,F,21.0,2003-05-07,Driver,2024-08-10,8,Nassau,NY,14830.0
191,Robert,Walker,M,22.0,2002-03-07,Driver,2024-11-08,14,,NY,
737,Barbara,Rivera,F,16.0,2008-01-06,Passenger,2024-04-09,1,Erie,NY,
192,Edward,Anderson,M,57.0,1967-04-19,Driver,2024-08-30,14,Monroe,NY,
735,Patricia,Miller,F,95.0,1929-04-03,Driver,2024-06-08,6,Richmond,NY,10002.0
775,Ashley,Hill,M,65.0,1959-01-21,Driver,2024-01-12,5,Westchester,NY,13202.0
791,Carol,Smith,M,,1980-07-04,Driver,2024-08-31,11,Queens,NY,14201.0
193,Brian,Campbell,M,21.0,2003-05-08,Driver,2024-11-27,2,Albany,NY,
731,Linda,Scott,M,69.0,1955-07-07,Driver,2024-02-04,18,Richmond,NY,
194,Jennifer,Flores,F,29.0,1995-09-22,Driver,2024-07-05,1,Bronx,NY,
807,Christopher,Garcia,,75.0,1949-05-07,Driver,2024-03-14,15,Bronx,NY,10451.0
833,Joshua,Flores,M,44.0,1980-10-01,Driver,2024-05-26,20,Monroe,NY,
195,Margaret,Moore,M,79.0,1945-08-17,Driver,2024-09-26,3,Onondaga,NY,10002.0
821,Cynthia,Scott,F,78.0,1946-06-28,Driver,2024-09-20,6,Suffolk,NY,14604.0
827,Rebecca,Nelson,M,,1943-06-16,Passenger,2024-04-24,16,Kings,NY,13021.0
196,Charles,Clark,F,69.0,1955-08-12,Driver,2024-08-03,14,Westchester,NY,12207.0
674,David,Mitchell,F,21.0,2003-09-18,Driver,2024-07-23,21,Monroe,NY,
675,,Rivera,M,41.0,1983-06-24,Driver,2024-08-01,4,Kings,NY,12207.0
808,Timothy,Gonzalez,F,16.0,2008-01-24,Driver,2024-01-20,18,Albany,NY,
864,Michelle,Taylor,F,89.0,1935-06-26,Driver,2024-05-27,5,Monroe,NY,10001.0
197,Elizabeth,Thompson,M,36.0,1988-12-18,Driver,2024-05-26,5,Erie,NY,13202.0
198,James,Mitchell,M,85.0,1939-12-10,Driver,2024-08-30,9,,NY,
829,Sharon,Rodriguez,F,91.0,1933-08-12,Driver,2024-08-04,23,Westchester,NY,
199,Paul,Lewis,F,58.0,1966-07-07,Driver,2024-09-08,10,Richmond,NY,13502.0
840,George,Green,M,65.0,1959-04-18,Driver,2024-10-16,21,Suffolk,NY,
883,Karen,Young,M,39.0,1985-09-19,Driver,2024-02-16,8,Onondaga,NY,
200,Joshua,Garcia,M,24.0,2000-06-03,Driver,2024-10-29,12,Bronx,NY,
684,Daniel,King,M,44.0,1980-06-13,Driver,2024-07-26,5,Erie,NY,10002.0
201,Cynthia,Jackson,M,87.0,1937-11-08,Driver,2024-01-15,3,Monroe,NY,
202,Patricia,Jackson,,67.0,1957-09-07,Driver,2024-11-17,5,Bronx,NY,
203,,Scott,F,59.0,1965-09-23,Driver,2024-10-09,22,Bronx,NY,
788,Kenneth,Anderson,F,59.0,1965-07-07,Driver,2024-01-03,3,,NY,
814,Christopher,Hernandez,F,64.0,,Pedal Cycle,2024-10-02,19,,NY,
928,Sandra,,,78.0,,Passenger,2024-09-04,13,,NY,
204,,Davis,,53.0,1971-01-07,Driver,2024-02-25,1,Suffolk,NY,
205,Steven,Torres,M,26.0,1998-09-07,Passenger,2024-04-08,9,Erie,NY,10002.0
880,Jennifer,Garcia,M,75.0,1949-09-07,Driver,2024-08-17,8,New York,NY,
206,Melissa,Jackson,F,21.0,2003-08-04,Driver,2024-07-16,9,Onondaga,NY,13021.0
930,Margaret,Robinson,M,67.0,1957-07-02,Driver,2024-06-14,22,Suffolk,NY,13021.0
207,Deborah,Hernandez,M,47.0,1977-04-20,Driver,2024-07-25,3,Kings,NY,14604.0
208,Ashley,Baker,M,25.0,1999-11-11,Driver,2024-03-19,9,Richmond,NY,13502.0
922,Kathleen,,M,62.0,,Driver,2024-02-02,22,Monroe,NY,
209,Karen,Rivera,M,74.0,1950-12-13,Driver,2024-09-06,3,Richmond,NY,13202.0
762,Steven,Campbell,F,90.0,1934-11-06,Driver,2024-03-12,7,Erie,NY,14830.0
210,,Clark,M,72.0,1952-04-21,Passenger,2024-06-08,18,Bronx,NY,
211,Rebecca,Nelson,M,76.0,1948-07-07,Driver,2024-09-11,20,Bronx,NY,
212,Paul,Lee,M,84.0,1940-09-15,Driver,2024-12-09,17,Erie,NY,11901.0
213,Susan,Clark,M,18.0,,Driver,2024-11-03,7,New York,NY,
846,Mary,Taylor,M,,1941-07-19,Driver,2024-09-18,15,Albany,NY,
851,Joshua,Martin,F,24.0,2000-09-03,Driver,2024-02-15,18,Kings,NY,
977,Charles,Scott,,17.0,2007-03-09,Driver,2024-12-06,1,Erie,NY,11701.0
214,Karen,Jones,F,76.0,1948-11-22,Driver,2024-02-16,12,Westchester,NY,10451.0
698,Margaret,Jackson,,19.0,2005-10-09,Driver,2024-07-14,3,Erie,NY,10451.0
929,Michael,Young,F,24.0,2000-09-13,Driver,2024-10-14,1,Suffolk,NY,
975,,Scott,M,68.0,1956-02-14,Driver,2024-06-04,11,New York,NY,10451.0
215,Mark,Clark,M,80.0,,Driver,2024-12-24,3,Nassau,NY,14830.0
216,Laura,Thomas,F,94.0,1930-07-09,Driver,2024-06-03,2,,NY,12207.0
685,Karen,Wright,,74.0,1950-08-28,Driver,2024-11-23,4,New York,NY,
217,Deborah,Lee,M,16.0,2008-11-21,Driver,2024-04-04,20,Onondaga,NY,11201.0
812,Donald,Clark,,65.0,1959-12-04,Driver,2024-07-26,15,New York,NY,
218,Betty,Harris,M,40.0,1984-01-01,Driver,2024-10-12,20,Richmond,NY,
219,,Moore,M,69.0,1955-07-28,Pedal Cycle,2024-04-15,19,Kings,NY,
705,Stephanie,,F,28.0,1996-12-03,Driver,2024-08-19,0,Kings,NY,
801,Amanda,Nguyen,F,77.0,1947-06-23,Passenger,2024-11-08,13,Nassau,NY,
220,Michael,Scott,M,19.0,2005-08-12,Driver,2024-11-06,21,Richmond,NY,
875,Anthony,Rodriguez,M,54.0,1970-09-11,Driver,2024-12-22,1,Queens,NY,13021.0
924,Michael,,F,,,Passenger,2024-03-26,2,Monroe,NY,11201.0
221,Sharon,Moore,F,44.0,1980-05-20,Driver,2024-05-15,16,Nassau,NY,
969,Anthony,Rodriguez,F,24.0,2000-11-12,Driver,2024-08-09,7,Nassau,NY,13502.0
222,Sandra,Young,M,,1989-02-12,Driver,2024-02-17,6,Monroe,NY,
223,Elizabeth,Johnson,M,56.0,1968-08-21,Driver,2024-05-17,19,Suffolk,NY,
867,Donna,Wright,F,16.0,2008-07-23,Driver,2024-02-24,14,Westchester,NY,
941,Donna,Campbell,F,52.0,1972-02-07,Driver,2024-09-22,4,New York,NY,10451.0
224,Edward,Wilson,M,44.0,1980-11-25,Driver,2024-11-30,4,Bronx,NY,
225,Amanda,Anderson,F,57.0,1967-09-21,Driver,2024-11-27,16,Bronx,NY,
722,Mark,Flores,M,18.0,2006-04-21,Driver,2024-06-03,20,Monroe,NY,14201.0
732,Jeffrey,Taylor,F,16.0,2008-01-07,Driver,2024-10-07,10,Albany,NY,
226,Mary,Davis,F,90.0,1934-03-27,Driver,2024-07-20,1,Bronx,NY,
227,Joshua,Campbell,M,,1940-06-23,Driver,2024-12-10,22,Suffolk,NY,
830,,Nguyen,F,25.0,1999-04-03,Driver,2024-11-04,13,Kings,NY,
228,Mary,Lewis,F,25.0,1999-07-02,Driver,2024-06-19,0,Bronx,NY,
769,Kathleen,,M,74.0,1950-10-18,Driver,2024-01-30,4,Nassau,NY,
974,Kimberly,,F,49.0,1975-02-21,Passenger,2024-05-10,11,,NY,
229,Michelle,Adams,,65.0,1959-03-10,Driver,2024-04-08,15,Nassau,NY,14604.0
230,Ashley,Martin,M,65.0,1959-06-09,Driver,2024-07-01,21,Erie,NY,
231,Linda,Miller,M,92.0,1932-02-27,Driver,2024-10-14,1,Queens,NY,13202.0
232,Timothy,Clark,F,69.0,1955-09-14,Driver,2024-04-26,4,New York,NY,
233,Melissa,Nelson,F,52.0,1972-07-22,Driver,2024-12-24,17,Monroe,NY,
995,Andrew,Martin,,69.0,1955-05-17,Driver,2024-09-10,22,Westchester,NY,
234,Deborah,Rodriguez,M,71.0,1953-02-17,Driver,2024-10-09,9,Queens,NY,13202.0
235,Andrew,Rivera,F,82.0,1942-10-08,Driver,2024-06-28,9,Monroe,NY,
824,Barbara,Hill,F,87.0,1937-08-15,Driver,2024-04-26,23,Onondaga,NY,
842,Nancy,Garcia,F,63.0,1961-02-20,Driver,2024-05-15,20,Monroe,NY,
236,Betty,Taylor,,79.0,1945-12-16,Driver,2024-08-01,5,Erie,NY,13202.0
719,Anthony,King,F,38.0,1986-06-12,Driver,2024-12-19,14,Albany,NY,13021.0
750,Anthony,Lewis,F,24.0,2000-04-07,Driver,2024-06-17,7,Richmond,NY,
237,,Martinez,F,94.0,1930-05-10,Driver,2024-04-20,5,Westchester,NY,14830.0
881,Anthony,Sanchez,F,50.0,1974-09-05,Driver,2024-12-28,19,Albany,NY,11701.0
940,Andrew,Robinson,M,83.0,1941-04-10,Driver,2024-09-16,10,Monroe,NY,
956,Jeffrey,Taylor,,71.0,1953-11-11,Driver,2024-06-04,19,Onondaga,NY,
238,Joseph,Sanchez,M,23.0,2001-12-09,Driver,2024-11-26,2,Erie,NY,14830.0
239,Mark,Garcia,F,77.0,1947-10-02,Driver,2024-09-08,0,Nassau,NY,11201.0
240,Matthew,Davis,,25.0,,Driver,2024-09-09,16,Queens,NY,
877,Karen,Hill,M,17.0,2007-02-11,Driver,2024-08-29,6,Suffolk,NY,
241,,Wright,F,60.0,1964-07-18,Driver,2024-08-19,1,Albany,NY,
671,Robert,Hill,M,66.0,1958-12-18,Driver,2024-07-01,2,Onondaga,NY,10002.0
856,Kimberly,Nelson,F,28.0,1996-11-19,Driver,2024-08-07,22,Suffolk,NY,11201.0
242,Susan,,M,,1977-11-09,Driver,2024-12-28,14,Monroe,NY,13021.0
988,Ronald,Brown,M,,2005-04-28,Driver,2024-08-18,8,Monroe,NY,
243,Jason,Harris,,70.0,1954-12-01,Passenger,2024-03-04,14,,NY,10451.0
244,Steven,Young,M,25.0,1999-11-22,Driver,2024-11-04,18,Erie,NY,
245,Kimberly,Robinson,M,66.0,1958-12-08,Driver,2024-01-25,8,New York,NY,
689,,Campbell,M,16.0,2008-11-04,Driver,2024-10-15,5,Erie,NY,10451.0
961,Jennifer,Thompson,M,,1934-03-06,Driver,2024-08-08,5,Westchester,NY,13021.0
246,Jessica,Miller,,29.0,1995-06-17,Driver,2024-05-01,2,Richmond,NY,
247,Joseph,Hill,F,79.0,1945-07-15,Driver,2024-08-07,19,Richmond,NY,
992,Ryan,Martin,F,28.0,1996-08-17,Driver,2024-02-22,3,Bronx,NY,
248,Timothy,Thompson,M,35.0,1989-03-16,Driver,2024-06-07,19,Nassau,NY,13021.0
836,Mary,Thompson,M,79.0,1945-08-01,Driver,2024-08-14,20,Monroe,NY,11201.0
939,Joshua,,,83.0,1941-12-10,Driver,2024-09-01,13,Bronx,NY,
249,Lisa,Hernandez,M,28.0,1996-08-08,Driver,2024-01-02,20,Kings,NY,13202.0
841,Barbara,Williams,F,67.0,1957-05-23,Driver,2024-02-21,1,Onondaga,NY,
870,John,Rodriguez,F,42.0,1982-03-26,Driver,2024-10-14,13,Bronx,NY,13021.0
250,Barbara,Anderson,F,47.0,1977-09-08,Driver,2024-04-01,6,Albany,NY,
251,Jessica,Williams,F,92.0,1932-09-10,Driver,2024-03-17,10,Kings,NY,
873,Kimberly,Harris,M,19.0,2005-07-11,Driver,2024-07-31,4,Albany,NY,
252,Ryan,Nguyen,F,19.0,2005-08-28,Driver,2024-04-30,12,Kings,NY,
700,Steven,Allen,M,34.0,1990-04-15,Driver,2024-09-26,20,Queens,NY,11701.0
897,Kathleen,Allen,M,48.0,1976-07-23,Driver,2024-11-10,19,Kings,NY,
253,Daniel,Garcia,M,82.0,1942-11-03,Driver,2024-05-21,7,Bronx,NY,11201.0
683,Kevin,Lee,M,25.0,,Passenger,2024-06-12,9,Westchester,NY,14830.0
785,Joseph,Mitchell,M,23.0,2001-10-25,Driver,2024-04-20,8,Suffolk,NY,14201.0
786,Edward,Hall,F,88.0,1936-12-01,Driver,2024-05-26,11,Onondaga,NY,13502.0
963,George,Rivera,F,54.0,1970-06-26,Driver,2024-05-17,18,Kings,NY,11901.0
254,Elizabeth,Sanchez,M,39.0,1985-08-08,Driver,2024-09-21,18,Queens,NY,
822,Betty,,M,16.0,2008-11-26,Driver,2024-08-23,15,Nassau,NY,
844,Michael,Gonzalez,M,56.0,1968-12-10,Driver,2024-01-24,5,Westchester,NY,11201.0
845,George,Wilson,M,33.0,1991-02-26,Driver,2024-08-22,13,Bronx,NY,
255,Karen,Lee,F,66.0,1958-03-05,Driver,2024-06-18,18,Suffolk,NY,13021.0
256,Joseph,Jackson,F,16.0,2008-06-17,Driver,2024-01-06,5,Nassau,NY,14201.0
770,Barbara,Lee,F,60.0,1964-05-22,Driver,2024-04-04,7,Westchester,NY,13202.0
819,Mary,Rodriguez,F,50.0,1974-11-23,Driver,2024-08-04,4,Monroe,NY,11701.0
843,Mark,Lewis,F,58.0,1966-09-14,Driver,2024-03-13,13,Kings,NY,
938,Thomas,Perez,M,,,Passenger,2024-01-23,18,,NY,11201.0
257,Jason,Sanchez,F,21.0,2003-10-16,Driver,2024-08-23,14,Richmond,NY,
258,Paul,Jackson,F,,2005-08-14,Driver,2024-10-10,3,,NY,12207.0
832,Kathleen,,,66.0,1958-03-12,Driver,2024-11-07,7,New York,NY,12207.0
259,Melissa,Lewis,M,36.0,1988-03-27,Driver,2024-01-10,19,Bronx,NY,
260,Joshua,Smith,M,71.0,1953-04-12,Driver,2024-05-02,6,Bronx,NY,
694,John,,M,23.0,2001-01-26,Driver,2024-08-14,0,,NY,
261,Michael,Thompson,M,21.0,2003-01-13,Driver,2024-04-18,14,Kings,NY,
761,Anthony,Lopez,M,58.0,1966-08-25,Driver,2024-02-22,0,Albany,NY,
262,Timothy,Hall,F,56.0,1968-02-11,Driver,2024-01-10,19,Richmond,NY,11901.0
263,Jeffrey,Perez,M,16.0,2008-09-26,Driver,2024-07-31,20,Monroe,NY,14830.0
264,Donna,Scott,F,41.0,1983-09-03,Driver,2024-08-06,23,Onondaga,NY,
860,Robert,Perez,M,25.0,,Driver,2024-02-22,9,Onondaga,NY,10002.0
265,Edward,Garcia,F,64.0,1960-09-05,Driver,2024-10-10,23,Erie,NY,
266,Ryan,Davis,M,71.0,1953-07-09,Driver,2024-06-27,16,,NY,11701.0
957,Carol,Williams,,83.0,1941-01-25,Driver,2024-04-25,8,Queens,NY,
267,Carol,Rivera,F,83.0,1941-02-17,Driver,2024-04-06,13,Erie,NY,10002.0
795,Richard,Hernandez,M,66.0,1958-12-11,Driver,2024-01-15,10,Queens,NY,
849,Sharon,Torres,M,25.0,1999-08-20,Driver,2024-11-03,1,Nassau,NY,13502.0
912,Timothy,Thomas,,86.0,1938-10-16,Driver,2024-05-19,14,Onondaga,NY,10451.0
268,Brian,Clark,M,88.0,1936-07-06,Driver,2024-03-31,11,Erie,NY,
269,,Young,F,16.0,2008-05-25,Driver,2024-01-04,21,Richmond,NY,
270,Rebecca,Miller,M,51.0,1973-12-27,Driver,2024-03-12,0,Richmond,NY,
809,,Perez,F,21.0,2003-09-20,Driver,2024-04-02,19,Suffolk,NY,
949,Lisa,Baker,M,35.0,1989-11-06,Driver,2024-12-26,20,Albany,NY,10002.0
982,Stephanie,Moore,M,83.0,1941-09-13,Driver,2024-04-09,13,Bronx,NY,
271,Kathleen,,F,32.0,1992-12-13,Driver,2024-05-30,19,Kings,NY,12207.0
272,David,Lee,M,40.0,1984-12-09,Driver,2024-12-06,15,Suffolk,NY,
709,Timothy,Rodriguez,M,16.0,2008-08-07,Driver,2024-06-08,4,Albany,NY,
909,,Clark,M,86.0,1938-03-26,Driver,2024-09-13,11,Westchester,NY,12207.0
945,Emily,Perez,M,95.0,1929-06-08,Driver,2024-02-24,3,,NY,
273,Donna,Gonzalez,F,21.0,2003-03-28,Driver,2024-06-09,12,Richmond,NY,
274,Charles,Martinez,F,28.0,1996-10-11,Driver,2024-06-07,16,Westchester,NY,
810,Mary,Allen,F,18.0,2006-11-21,Passenger,2024-08-07,16,Bronx,NY,11701.0
275,Mary,Scott,M,80.0,1944-06-25,Driver,2024-07-19,12,Bronx,NY,
972,Jennifer,King,F,78.0,1946-10-02,Driver,2024-06-28,20,Albany,NY,
276,George,Torres,M,35.0,1989-07-14,Driver,2024-12-13,5,Albany,NY,
746,Andrew,Walker,F,25.0,1999-09-26,Driver,2024-12-02,2,New York,NY,
887,Edward,Miller,F,25.0,1999-02-18,Driver,2024-01-22,23,Albany,NY,10002.0
277,Jason,Adams,M,79.0,1945-06-01,Driver,2024-03-02,3,Bronx,NY,11701.0
715,John,Lewis,F,67.0,1957-06-19,Driver,2024-02-03,10,Onondaga,NY,
943,,Hernandez,M,,2005-11-25,Passenger,2024-05-03,1,,NY,
278,,King,M,,1941-09-23,Passenger,2024-11-29,3,,NY,
951,Rebecca,Gonzalez,M,,,Passenger,2024-03-13,7,,NY,
279,Cynthia,Jackson,F,83.0,1941-08-23,Driver,2024-06-09,16,Nassau,NY,10451.0
280,Margaret,Hall,M,20.0,2004-11-23,Driver,2024-11-26,6,,NY,
717,Kathleen,Torres,F,,1939-07-28,Driver,2024-12-01,3,Queens,NY,
281,Matthew,Miller,F,24.0,2000-12-10,Driver,2024-10-28,15,Bronx,NY,11901.0
736,John,Flores,F,75.0,1949-07-10,Driver,2024-03-06,10,Onondaga,NY,10002.0
797,Laura,Wilson,,38.0,1986-01-05,Driver,2024-09-20,10,Kings,NY,
282,Kenneth,White,F,25.0,1999-07-23,Pedestrian,2024-08-22,5,Onondaga,NY,14604.0
733,Elizabeth,Lopez,M,83.0,1941-01-10,Driver,2024-08-28,7,Kings,NY,
886,Lisa,Flores,F,25.0,1999-09-10,Driver,2024-12-27,21,Bronx,NY,10451.0
283,Margaret,,F,56.0,1968-08-17,Driver,2024-12-16,21,Queens,NY,13502.0
693,Linda,Johnson,M,44.0,1980-04-07,Passenger,2024-12-10,4,Erie,NY,
284,Patricia,Ramirez,M,17.0,2007-06-22,Driver,2024-05-07,17,Bronx,NY,10001.0
285,Richard,Garcia,M,52.0,1972-02-16,Driver,2024-01-04,4,Suffolk,NY,
766,Joseph,Johnson,M,,1967-09-21,Passenger,2024-12-29,0,,NY,
286,Kevin,Gonzalez,F,43.0,1981-02-14,Driver,2024-09-07,17,Onondaga,NY,
672,Steven,Smith,M,67.0,1957-12-24,Driver,2024-02-18,10,Onondaga,NY,
287,Charles,Young,M,84.0,1940-03-24,Driver,2024-09-18,5,Kings,NY,
724,Susan,Rivera,M,67.0,1957-06-18,Driver,2024-07-07,22,Suffolk,NY,13502.0
288,Anthony,King,M,,1952-04-11,Driver,2024-08-06,15,Albany,NY,
986,Karen,Smith,F,17.0,,Driver,2024-04-28,5,,NY,
289,Amanda,Scott,F,21.0,2003-12-26,Driver,2024-07-04,23,Richmond,NY,13021.0
911,Michael,Hill,F,76.0,1948-06-03,Driver,2024-03-19,18,Suffolk,NY,
290,Emily,Rivera,M,61.0,1963-06-12,Driver,2024-08-17,20,Westchester,NY,
690,Betty,Jackson,M,24.0,2000-03-11,Unknown,2024-05-02,5,New York,NY,11701.0
291,Betty,Hill,M,18.0,2006-10-07,Driver,2024-10-30,22,Albany,NY,
292,Carol,,F,46.0,1978-02-23,Driver,2024-10-08,8,Westchester,NY,
782,Lisa,Wilson,F,17.0,2007-02-25,Driver,2024-05-20,21,Albany,NY,12207.0
942,Jason,Clark,M,23.0,2001-10-06,Driver,2024-08-15,2,Suffolk,NY,14604.0
293,Susan,Nguyen,F,51.0,1973-03-15,Driver,2024-04-28,23,Westchester,NY,10001.0
697,Deborah,Torres,F,64.0,1960-02-09,Driver,2024-11-02,22,Queens,NY,
294,George,Smith,F,65.0,1959-02-27,Driver,2024-01-07,20,Albany,NY,10002.0
742,Kenneth,White,M,72.0,1952-06-13,Driver,2024-02-17,10,Westchester,NY,13202.0
893,Melissa,Garcia,F,25.0,1999-04-05,Driver,2024-12-04,20,Suffolk,NY,
295,Jason,Williams,M,24.0,2000-07-05,Driver,2024-01-01,7,Albany,NY,
296,Lisa,Hill,M,93.0,1931-11-22,Driver,2024-06-03,19,Monroe,NY,11901.0
784,Nancy,Davis,M,69.0,1955-06-01,Driver,2024-07-30,18,Erie,NY,14604.0
865,David,Scott,F,49.0,1975-10-09,Driver,2024-09-02,20,Albany,NY,
297,Christopher,Rodriguez,M,75.0,1949-08-14,Driver,2024-09-03,22,New York,NY,
298,Donald,Rodriguez,F,21.0,2003-06-28,Driver,2024-03-12,9,Onondaga,NY,
299,James,Torres,F,89.0,1935-03-16,Driver,2024-03-12,23,Queens,NY,11201.0
862,Margaret,Hill,M,21.0,2003-04-08,Driver,2024-10-02,12,Bronx,NY,14201.0
300,Kathleen,Hernandez,M,22.0,2002-03-24,Driver,2024-04-18,12,Richmond,NY,11201.0
301,Robert,Wilson,F,45.0,,Driver,2024-04-13,20,Albany,NY,
984,Ryan,Taylor,F,72.0,1952-11-19,Driver,2024-07-28,0,New York,NY,14830.0
302,Steven,Martinez,M,56.0,1968-10-28,Driver,2024-01-20,9,Erie,NY,13502.0
